split,filename,reading,position,digit,class_id,x_center,y_center,width,height,x0_px,y0_px,x1_px,y1_px,image_width,image_height,direction_rotation,annotation_source,review_status,transition_state,notes,roi_x_center,roi_y_center,roi_width,roi_height,major_inset_ratio,minor_inset_ratio
train,meter_20260603.JPEG,2336,0,2,2,0.41423400,0.51878313,0.04944170,0.02928639,1178,2033,1327,2151,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.41423400,0.46648600,0.07063100,0.13945900,0.0800,0.1500
train,meter_20260603.JPEG,2336,1,3,3,0.41423400,0.48391838,0.04944170,0.02928639,1178,1892,1327,2010,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.41423400,0.46648600,0.07063100,0.13945900,0.0800,0.1500
train,meter_20260603.JPEG,2336,2,3,3,0.41423400,0.44905363,0.04944170,0.02928639,1178,1752,1327,1870,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.41423400,0.46648600,0.07063100,0.13945900,0.0800,0.1500
train,meter_20260603.JPEG,2336,3,6,6,0.41423400,0.41418888,0.04944170,0.02928639,1178,1611,1327,1729,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.41423400,0.46648600,0.07063100,0.13945900,0.0800,0.1500
train,meter_20260606.JPEG,2337,0,2,2,0.43873900,0.52256700,0.05549530,0.03201072,1243,2042,1411,2172,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.43873900,0.46540500,0.07927900,0.15243200,0.0800,0.1500
train,meter_20260606.JPEG,2337,1,3,3,0.43873900,0.48445900,0.05549530,0.03201072,1243,1889,1411,2018,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.43873900,0.46540500,0.07927900,0.15243200,0.0800,0.1500
train,meter_20260606.JPEG,2337,2,3,3,0.43873900,0.44635100,0.05549530,0.03201072,1243,1735,1411,1864,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.43873900,0.46540500,0.07927900,0.15243200,0.0800,0.1500
train,meter_20260606.JPEG,2337,3,7,7,0.43873900,0.40824300,0.05549530,0.03201072,1243,1582,1411,1711,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.43873900,0.46540500,0.07927900,0.15243200,0.0800,0.1500
train,meter_20260610.JPEG,2338,0,2,2,0.44794300,0.58831850,0.07523110,0.04205292,1241,2287,1468,2457,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.44794300,0.51322400,0.10747300,0.20025200,0.0800,0.1500
train,meter_20260610.JPEG,2338,1,3,3,0.44794300,0.53825550,0.07523110,0.04205292,1241,2085,1468,2255,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.44794300,0.51322400,0.10747300,0.20025200,0.0800,0.1500
train,meter_20260610.JPEG,2338,2,3,3,0.44794300,0.48819250,0.07523110,0.04205292,1241,1884,1468,2053,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.44794300,0.51322400,0.10747300,0.20025200,0.0800,0.1500
train,meter_20260610.JPEG,2338,3,8,8,0.44794300,0.43812950,0.07523110,0.04205292,1241,1682,1468,1851,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.44794300,0.51322400,0.10747300,0.20025200,0.0800,0.1500
train,meter_20260612.JPEG,2339,0,2,2,0.43153200,0.55391875,0.06356770,0.03564330,1209,2162,1401,2305,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.43153200,0.49027000,0.09081100,0.16973000,0.0800,0.1500
train,meter_20260612.JPEG,2339,1,3,3,0.43153200,0.51148625,0.06356770,0.03564330,1209,1990,1401,2134,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.43153200,0.49027000,0.09081100,0.16973000,0.0800,0.1500
train,meter_20260612.JPEG,2339,2,3,3,0.43153200,0.46905375,0.06356770,0.03564330,1209,1819,1401,1963,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.43153200,0.49027000,0.09081100,0.16973000,0.0800,0.1500
train,meter_20260612.JPEG,2339,3,9,9,0.43153200,0.42662125,0.06356770,0.03564330,1209,1648,1401,1792,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.43153200,0.49027000,0.09081100,0.16973000,0.0800,0.1500
train,meter_20260628.JPEG,2345,0,2,2,0.43441400,0.54945912,0.05953150,0.03587031,1224,2143,1404,2288,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.43441400,0.48540500,0.08504500,0.17081100,0.0800,0.1500
train,meter_20260628.JPEG,2345,1,3,3,0.43441400,0.50675637,0.05953150,0.03587031,1224,1971,1404,2116,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.43441400,0.48540500,0.08504500,0.17081100,0.0800,0.1500
train,meter_20260628.JPEG,2345,2,4,4,0.43441400,0.46405362,0.05953150,0.03587031,1224,1799,1404,1943,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.43441400,0.48540500,0.08504500,0.17081100,0.0800,0.1500
train,meter_20260628.JPEG,2345,3,5,5,0.43441400,0.42135087,0.05953150,0.03587031,1224,1627,1404,1771,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.43441400,0.48540500,0.08504500,0.17081100,0.0800,0.1500
train,meter_20260719.JPEG,2346,0,2,2,0.39622200,0.57861187,0.05462870,0.03635121,1116,2260,1281,2406,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.39622200,0.51369900,0.07804100,0.17310100,0.0800,0.1500
train,meter_20260719.JPEG,2346,1,3,3,0.39622200,0.53533663,0.05462870,0.03635121,1116,2085,1281,2232,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.39622200,0.51369900,0.07804100,0.17310100,0.0800,0.1500
train,meter_20260719.JPEG,2346,2,4,4,0.39622200,0.49206138,0.05462870,0.03635121,1116,1911,1281,2057,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.39622200,0.51369900,0.07804100,0.17310100,0.0800,0.1500
train,meter_20260719.JPEG,2346,3,6,6,0.39622200,0.44878613,0.05462870,0.03635121,1116,1736,1281,1883,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.39622200,0.51369900,0.07804100,0.17310100,0.0800,0.1500
train,meter_20260721.JPEG,2347,0,2,2,0.41614800,0.56148763,0.06392680,0.04001235,1162,2183,1355,2345,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.41614800,0.49003700,0.09132400,0.19053500,0.0800,0.1500
train,meter_20260721.JPEG,2347,1,3,3,0.41614800,0.51385388,0.06392680,0.04001235,1162,1991,1355,2153,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.41614800,0.49003700,0.09132400,0.19053500,0.0800,0.1500
train,meter_20260721.JPEG,2347,2,4,4,0.41614800,0.46622012,0.06392680,0.04001235,1162,1799,1355,1960,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.41614800,0.49003700,0.09132400,0.19053500,0.0800,0.1500
train,meter_20260721.JPEG,2347,3,7,7,0.41614800,0.41858637,0.06392680,0.04001235,1162,1607,1355,1768,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.41614800,0.49003700,0.09132400,0.19053500,0.0800,0.1500
train,meter_20260724.JPEG,2348,0,2,2,0.38988100,0.54631713,0.06250020,0.03468759,1084,2133,1274,2273,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.38988100,0.48437500,0.08928600,0.16517900,0.0800,0.1500
train,meter_20260724.JPEG,2348,1,3,3,0.38988100,0.50502238,0.06250020,0.03468759,1084,1966,1274,2106,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.38988100,0.48437500,0.08928600,0.16517900,0.0800,0.1500
train,meter_20260724.JPEG,2348,2,4,4,0.38988100,0.46372763,0.06250020,0.03468759,1084,1800,1274,1940,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.38988100,0.48437500,0.08928600,0.16517900,0.0800,0.1500
train,meter_20260724.JPEG,2348,3,8,8,0.38988100,0.42243288,0.06250020,0.03468759,1084,1633,1274,1773,3024,4032,90,bootstrap-roi-split,pending,unknown,,0.38988100,0.48437500,0.08928600,0.16517900,0.0800,0.1500
